New Zealand Journal of Agriculture,3
Przeglad Rolniczy [Agricultural Review],3
Terre Vaudoise,3
Sov. Kauçuk [Soviet Rubber],3
Trudy Inst. Zern. choz. [Proceedings of the Institute for Grain Farming],3
Strahlentherapie,3
Soc. Choz. Tatarstana,3
Soc. rekonstr. sel. choz.,3
Annalen der Meteorologie,3
Boletín del Instituto Nacional de Investigaciones y Experiencias Agronomícas y Forestales,3
Soc. Rastenievodstvo,3
Berichte über Landwirtschaft,3
Geophysical Magazine (Tokyo),3
Soc. Stroitelstvo C. C. O.,3
"Scientific Note, India Meteorological Department",3
Tropical Agriculturist (Ceylon),3
Mitteilungen der Schweizerischen Anstalt für das forstliche Versuchswesen,3
International review of the science and practice of agriculture,3
Bulletin de la Société des Sciences naturelles de Seine-et-Oise,3
Geofisica pura e applicata,3
British Sugar Beet Review,3
Rivista Ecología,3
Science Progress,3
Bi-monthly Bulletin of the Ohio Agricultural Experiment Station,3
Izv. Daljn. Vost. Geofizin'a,3
Annals of the Entomological Society of America,3
Journal of the Indian Botanical Society,3
Zeitschrift der Gesellschaft für Erdkunde zu Berlin,3
Wiad. meteorol. i hydrol.,3
Meteorological Magazine (Nanking),3
Priroda [Nature],3
Pogoda i Zittja [Weather and Life],3
Planta,3
Farming in South Africa,3
Forschungen und Fortschritte,3
Ezem. Nizn. Gorod. Gimekom'a,3
Proceedings of the Annual Meeting of the Highway Research Board,3
Norsk Landmannsblad,3
Records of the Far East Geophysical Institute,3
Journal of the Meteorological Society of Japan (Kishō Shūchi),3
"Trudy po prikladnoi botanike, genetike i selektsii. Seriya A. Sotsialisticheskoe  rastenievodstva [Bulletin of Applied Botany, Genetics, and Plant Breeding. Series A. Socialist crop production]",3
Wetter und Klima [Weather and climate],3
The Geographical Journal,3
Bulletin of the Panhandle Agricultural Experiment Station,3
Bulletin de la Commission météorologique de Seine-et-Oise,3
Sotsialisticheskoe zemledelie [Socialist Farming],3
Annals of the Missouri Botanical Garden,3
Sov. Sachar.,2
Detskosl'skaia akhlimatizatsionnaia Sta. [Labours of the Acclimation Station],2
Proceedings of the Indiana Academy of Sciences,2
Annales de Gembloux,2
Protoplasma,2
The American Naturalist,2
Torreya,2
Proceedings of the Imperial Academy (Tokyo),2
Comptes rendus des séances de la Société de Biologie et de ses filiales associées,2
Revue agricole de l'Afrique du Nord,2
Svensk Geografisk Årsbok [Swedish Geografical Yearbook],2
American Society for Horticultural Science Proceedings,2
Annales de Géographie,2
Izvestiya Botanicheskogo Sada Akademii Nauk SSSR,2
Praktische Blätter für Pflanzenbau,2
Industrial and Engineering Chemistry,2
Scottish Geographical Magazine,2
"Journal of the College of Agriculture, Imperial University of Tokyo",2
Compte rendu des séances de la Société de physique et d'histoire naturelle de Genève,2
Techn. Soc. Zemled,2
Bulletin de la Société Dendrologique de France,2
Annals of the Association of American Geographers,2
Proceedings of the National Academy of Science,2
Archiv für Pflanzenbau,2
Prakt. Akad. Athenōn,2
Z. Meteorol.,2
Journal of Biological Chemistry,2
Annals of the Agricultural Experiment Station of Suigen (Chosen),2
Compte Rendu de la Association Française pour l'Avancement des Sciences,2
Physical Review,2
Reports of the Oregon State Horticultural Society,2
Rev. Meteorol.,2
Scientific Proceedings of the Royal Dublin Society,2
Annals of the Phytopathological Society of Japan,2
Die Gartenbauwissenschaft,2
Comptes rendus de la 1c Commission de l'Association Internationale de la Science du Sol,2
Journal of Dairy Science,2
Bulletin de l'Association Internationale des Sélectionneurs de Plantes,2
Sb. Vizra,2
Meteorologické zpràvy,2
Annales des sciences naturelles – Botanique,2
Agricultural Gazette of New South Wales,2
Allgemeine Forst- und Jagdzeitung,2
Mittheilungen aus dem Naturwissenschaftlichen Verein für Neu-Vorpommern und Rügen in Greifswald,2
Berichte der Schweizerischen Botanischen Gesellschaft,2
Biological Reviews,2
Sveriges Utsädesförenings Tidskrift [Journal of the Swedish Seed Association],2
Annali di geofisica (Rome),2
Transactions of the Entomological Society of London,2
Wetter und Leben [Weather and life],2
"Lingnan Science Journal (Canton, China)",2
Bulletin de la Société botanique de France,2
Zeitschrift für angewandte Entomologie,2
Die Ernährung der Pflanze,2
Za nov. volokno,2
Phytopathologische Zeitschrift,2
Nebraska University Studies,2
Journal of the Council of Scientific and Industrial Research,2
Petermanns Geographische Mitteilungen,2
Flora oder Allgemeine Botanische Zeitung,2
Meddelanden från Statens Meteorologisk-Hydrografiska Anstalt,2
Proceedings of the Koninklijke Nederlandse Akademie van Wetenschappen,2
Physiological Researches,2
Wiener landwirtschaftliche Zeitung,2
Soc. choz. Bachkirii,2
Zeitschrift für Pflanzenzüchtung,2
Ezem. Gorkovsk. U.E.G.M.S.,2
Rocz-i Nauk roln.,2
Landwirtschaftliche Jahrbücher für das Deutsche Reich,2
Revue horticole,2
Tycos,2
Mémoires de la Société des sciences naturelles du Maroc,2
J. Exp. Agron. S.E. Russia,2
Rassegna economica delle colonie,2
Australian Geographer,2
New Jersey Agricultural Experiment Station Bulletin,2
Journal of the Australian Institute of Agricultural Science,2
Journal of the New York Entomological Society,2
Nuovi annali dell'agricoltura,2
Transactions of the Royal Society of South Australia,2
Ohio Agricultural Station Bimonthly Bulletin,2
Landbouwkundig Tijdschrift [Agricultural Journal],2
Österreichs Waidwerk. Beilage: Die Forstwirtschaft,2
Illustrierte landwirtschaftliche Zeitung,2
Journal of Farm Economics,2
The Quarterly Review of Biology,2
Journal d'agriculture traditionnelle et de botanique appliquée,2
"Bulletin économique de l’Indochine, Sect. B",2
Le Génie rural,2
Mariisk. Avtonomn. Oblast.,2
Memoirs of the Imperial Marine Observatory (Kobe),2
Proceedings of the Indian Academy of Sciences B,2
Schweizer Zeitschrift für Forstwesen,2
Scientific American,2
Maslicn. kultury,2
Bulletin Agricole du Congo Belge,2
Bulletin de la Société vaudoise des Sciences naturelles,2
"Die Umschau, Halbmonatsschrift über die Fortschritte in Wissenschaft und Technik",2
"The London, Edinburgh, and Dublin Philosophical Magazine and Journal of Science",2
Transactions of the Royal Society of Canada,2
Annales des Services techniques d'hygiène de la Ville de Paris,2
American Midland Naturalist,2
Trudy Centr. Stanc. rissov. choz.,2
American Naturalist,2
Rabot. Inst. Kartof. Choz.,2
Proceedings of the Society for Experimental Biology and Medicine,2
La Météorologie (Paris),2
Nachrichten von der Gesellschaft der Wissenschaften zu Göttingen. Mathematisch-Physikalische Klasse,2
Scientific Monthly,2
Louisiana Planter,2
Revista Meteorologica,2
Recueil des travaux botaniques néerlandais,2
Bollettino della Società dei Naturalisti in Napoli,2
Sovetskaya botanika [Soviet Botany],2
Poultry Science,2
Österreichische Botanische Zeitschrift,2
Les Cahiers de la Recherche agronomique du Maroc,2
L'Italia agricola,2
L'agriculture pratique des pays chauds,2
Agricultural Journal of India,2
Ecological Monographs,2
Trudy Torf. Inst.,1
Transactions of the Peninsula Horticultural Society,1
Monthly Weather Review (Supplement),1
Grazd. aviacja,1
Water and Water Engineering (London),1
Revue de Géographie Régionale,1
Japanese Journal of Botany,1
Rosz. Nauk. Rol. i. Lean.,1
Molod. Bolsevik,1
[Grain Prod. J. (U.S.S.R.)],1
Priloz. k dekadn. bull. Uralsk. G.M.K.,1
Biologisches Centralblatt,1
Georgine,1
Louisiana Agricultural College Extension Circular,1
Rhodesia Agricultural Journal,1
Zeitschrift für Instrumentenkunde,1
Izvest. Gosudarstvennyi Inst. Sel'skogo Khoz. Melioratsii,1
Proceedings of the National Academy of Sciences,1
Journal of Meteorological Research (Tokyo),1
Potato Magazine,1
Yearbook of the Carnegie Institution in Washington,1
Trudy Leningr. Otd. Inst. Udobren. Mat. po charakter. pocv. Kazakstana,1
Memoirs and proceedings of the Manchester Literary & Philosophical Society,1
Publications de l'Institut Belge pour l'Amélioration de la Betterave,1
Lavori di botanica,1
Lesn. Choz. i Lesoeksploitac,1
Botaniska Notiser [Botanical Notes],1
Journal of Science of the Iowa State College,1
Bulletin of the Ecological Society of America,1
"Memoirs of the Faculty of Agriculture, National Taiwan University",1
Civil Engineering,1
Archiv für Mikrobiologie,1
Sotsialisticheskoe zernovoe fabrika [Socialist Grain Factory],1
Nasi Dostizen,1
"Trudy Akad. Nauk S.S.S.R., Dal'nevostochnaia gornotaezhnaia stantsiia Khabarovsk",1
Bulletin of the Miyazaki College of Agriculture and Forestry,1
Chimiz. soc. Zemled,1
Societas Scientiarum Fennica-Commentationes Physico-Mathematicae,1
Proceedings of the Academy of Natural Sciences of Philadelphia,1
Tharandter forstliches Jahrbuch,1
Bulletin de la direction générale de l'instruction publique Indochine,1
Bulletin of the Illinois Natural History Survey,1
Deutsches Meteorologisches Jahrbuch,1
Izn. G.G.O.,1
Mat. etude calam Geneve.,1
Trudy Vtorogo Geograf. S' ezda,1
"Materialy do Fizjografii Kraju, Polska Akad. Umiejetności",1
"Journal of the College of Science, Imperial University of Tokyo",1
Wiener milchwirtschaftliche Berichte,1
Revue de Botanique appliquée aux régions tropicales,1
Ezem. Nizegorodsk. Gimekom'a,1
Actes et Comptes Rendus de l’Association Colonies-Sciences,1
"Papers of the Michigan Academy of Science, Arts and Letters",1
Kartoffelbau,1
Bulletin of the Chrysanthemum Society of America,1
The Australian Journal of Experimental Biology and Medical Science,1
Trudy Uralsk. Filiala. Akad. Nauk.,1
Izv. G.G.O.,1
Journal of the Indian Chemical Society,1
Bulletin de l'Institut agronomique de Gembloux,1
Österreichische Gartenzeitung,1
Northwest Science,1
Courrier de l'I.M.C.,1
Ohio Journal of Science,1
Acta Jutlandica,1
Transactions of the Kansas Academy of Science,1
Quarterly Journal of Economics,1
Vestnik Znania [Herald of Knowledge],1
Journal für landwirtschaftliche Wissenschaft,1
Terra (Helsingfors),1
Experiment. botanika,1
Journal of the Maryland Academy of Science,1
Parasitology,1
K. Sachs. meteorol. Inst. Jahrb.,1
Chronica Botanica,1
Bulletin of the American Soil Survey Association,1
Report of the Iowa State Horticultural Society,1
Na stroike Zern. M.T.S.,1
Research Bulletin of the Iowa Agricultural Experiment Station,1
Acta Phaenologicae,1
Bulletin of the New Zealand Department of Scientific and Industrial Research,1
Canadian Geographical Journal,1
The Astrophysical Journal,1
"Bulletin of the Society of Forestry, Kyoto Imperial University",1
Journal of the New York Botanical Garden,1
Journal of Indian Botanical Society,1
Scientific Horticulture,1
Chemie der Erde,1
Journal of the Washington Academy of Sciences,1
International Sugar Journal,1
Wiad. Służby Hydrol. i Meteorol.,1
The Journal of Physical Chemistry,1
Journal of the Colorado-Wyoming Academy of Science,1
"Reports of the Food Investigation Board, Department of Scientific and Industrial Research",1
Contributions from Boyce Thompson Institute,1
Państwowy Inst. Hydrologiczno-Meteorologiczny (Warsaw). Wiadomości Służby Hydrologicznej i Meteorologicznej. Bull. Serv. Hydrol. et Méteorol.,1
Mat. k. izuc. estestv.-proizv. sil. Zapadn. Obl.,1
Die landwirtschaftlichen Versuchs-Stationen,1
Memoirs of the Royal Meteorological Society,1
Proceedings of the Royal Society B,1
Geographischer Jahresbericht aus Oesterreich,1
Deli-Proefstation te Medan (Sumatra) – Bulletin,1
Trud. Inst. Sach. Prom.,1
Journal of Agricultural Meteorology,1
Phillippine Journal of Agriculture,1
Farm Research,1
American Review of Reviews,1
Journal of Animal Ecology,1
Schlern-Schriften,1
Proceedings of the Potato Association of America,1
Narkomzem F.O.N.,1
Reports of the Alaska Agriculture Experiment Station,1
Economic Geography,1
Transactions of the Royal Society of Canada (Section 3),1
Czas. geogr.,1
Problemy Fiz. Geograf.,1
Landwirtschaftliches Jahrbuch der Schweiz,1
University of California publications in agricultural sciences,1
Rolniczych i Lesnych (Poland),1
Annali di chimica applicata (Rome),1
Bulletin of the Illinois Agricultural Experiment Station,1
Bulletin de la Société nationale d'acclimatation de France,1
Biologia generalis,1
Vermont Botany and Bird Clubs Joint Bulletin,1
Annales de l'Institut National de la recherche agronomique,1
Journal of the Department of Agriculture (South Australia),1
"Trudy po prikladnoi botanike, genetike i selektsii. Seriya 1. Sistematika, ekologiya i geografii rastenii [Bulletin of Applied Botany, Genetics, and Plant Breeding. Series 1. Systematics, ecology and plant geography.]",1
Bulletin de la Société royale forestière de Belgique,1
L'Olivicoltore,1
Met. Gen. Bot.,1
Journal of the Indian Society of Agricultural Statistics,1
Mitteilungen der landwirtschaftlichen Institutes der Königlichen Universität Breslau,1
Archivio di scienze biologiche (Bologna),1
Wisconsin Horticulture,1
Sborn. n.-issled. rabot Sev. kavkaz. Zern. Inst.,1
Bulletin de la Société neuchâteloise des Sciences naturelles,1
Journal of the Board of Greenkeeping Research,1
Ymer,1
Annali di Sperimentazione Agraria (Rome),1
Proceedings of the Ohio State Horticultural Society,1
Revista Argentina de Agronomia,1
Mitt. Landw.,1
The Canadian Mining and Metallurgical Bulletin,1
"Nova Acta Leopoldina, Abhandlungen der Kaiserlich Leopoldinisch-Carolinisch Deutschen Akademie der Naturforscher",1
Proceedings of the Maryland Academy of Science,1
Front nauk. i technik,1
South African Journal of Science,1
Blatt für Zuckerrübenbau,1
Sonderausgabe des Mühlenlaboratoriums,1
Bulletin de l'Office régional agricole du Midi,1
Erde und Wirtschaft,1
Trudy Inst. juzn. plodov i jagodn. choz.,1
Journal of the Tennessee Academy of Science,1
Fruitteelt,1
Wiadomości Służby Hydrologicznej i Meteorologicznej,1
The Science reports of the Tōhoku Imperial University,1
Agricultura Sinica,1
Svensk Botanisk Tidskrift [Swedish Botanical Journal],1
Bulletin économique de l’Indochine,1
Transactions of the Illinois State Horticultural Society,1
Veröffentlichungen des Geophysischen Instituts der Universität Leipzig,1
Journal of the Chinese Geophysical Society,1
K. Landtbrahad. Handl. Stockholm,1
Journal of the Department of Agriculture (West Australia),1
Miscellaneous Publications of the Smithsonian Institute,1
"Trudy po prikladnoi botanike, genetike i selektsii. Seriya 9. Tekhnicheskie kul’tury [Bulletin of Applied Botany, Genetics, and Plant Breeding, Series 9, Technical Cultures]",1
Przegląd Geograficzny [Geographical Review],1
Bulletin of the American Iris Society,1
Pakistan Geographical Review,1
Proceedings of the Royal Society. Series B,1
Journal d'Agriculture Belgique,1
Dekadn. Gidro-Met. Bul.,1
Journeés d'Agronomie Coloniale,1
Journal of the Royal Society of Western Australia,1
Rastenievodstvo S.S.S.R.,1
Research Studies of the State College Washington,1
Gas Age,1
Izvestiya Vsesoyuznyî Geograf. Obshchestvo S. S. S. R.,1
Anales Científicos Paraguayos,1
I Georgofili: Atti della Regia Accademia dei Georgofili,1
Mitteilungen aus Forstwirtschaft und Forstwissenschaft,1
Vestnik Akademii Nauk S.S.S.R. [Bulletin of the Academy of Sciences of the USSR],1
Leningrad. Gosudarst. Univ. Uchenye Zapiski. Ser. Fizicheskikh Nauk,1
University of Michigan Studies,1
Reports of the National Research Council of Canada,1
Zeitschrift für Heil- und Gewürzpflanzen,1
Annual Review of Plant Physiology,1
Trudy Inst. Sach. Prom.,1
Revista de la Sociedad de Estudios Astronómicos y Geofisicos,1
Heating and Ventilating,1
Bulletin of the Institute for Experimental Agriculture in Georgia,1
Quarterly Review of Biology,1
Zeitschrift für Weltforstwirtschaft,1
Medizin-Meteorologische Hefte,1
Comptes rendus de la Société biogéographique,1
Transactions of the Norfolk and Norwich Naturalists' Society,1
Monit. Tecn.,1
Revista de la Sociedad Cubana de Ingenieros,1
Illinois Horticulture,1
Bollettino del Regio Istituto Superiore Agrario di Pisa,1
Schweizerische landwirtschaftliche Monatshefte,1
Annales de l'Institut Pasteur,1
Journal of the South-Eastern Agricultural College (Wye),1
Le Progrès agricole et viticole,1
Proceedings of the Annual Meeting of the Western Canadian Society of Agronomy,1
Die Landwirtschaft,1
Revista del Instituto de Defensa del Café de Costa Rica,1
Bulletin of the New Jersey Agricultural Experiment Station,1
"Ceylon Journal of Science (Section E, Meteorology)",1
Bulletin de la Société languedocienne de Géographie,1
Agrario levantino,1
Uzbekistan,1
Annales de l'Ecole National d'Agriculture,1
Das Superphosphat,1
Lunds Universitets Årsskrift,1
American Journal of Science,1
Journal of the British Grassland Society,1
Agricoltura coloniale,1
Fennia,1
Mitteilungen der landwirtschaftlichen Institute der Königlichen Universität Breslau,1
Meteorological Journal,1
Nuovi annali del MInistero per l'Agricoltura,1
Journal of the Scottish Meteorological Society,1
Deutsche Forschung,1
Tab. Prom.,1
Giornale di biologia applicata alla industria chimica ed alimentare,1
Biological Bulletin,1
Opyt i issledov. Vsesojuzn. Lesokult. i. Agrolesmoeliorat. Inst.,1
Northwestern Miller and American Baker,1
Proceedings of the Crop Science Society of Japan,1
"Annales des epiphyties, publiées par l'Institut de recherches agronomiques",1
Prz. meteorol. i hydrol.,1
Landeskultur,1
Transactions of the Royal Society of Edinburgh,1
Das Gas- und Wasserfach (Munich),1
Ovcevdstvo,1
Bodenkundliche Forschungen,1
Journal of the American Water Works Association,1
Scientific Contributions of the New Hampshire Agricultural Experiment Station,1
Redogörelse för verksamheten vid Ultuna Lantbruksinstitut [Report on the activities of the Ultuna Agricultural Institute],1
Revista de la facultad de Agronomía (La Plata),1
Indian Farming,1
The Philippine Journal of Science,1
Tyros,1
Na lessokulturn. fronte,1
Proceedings of the Ohio Academy of Science,1
Tübinger geographische und geologische Abhandlungen,1
Izv. G.G.I.,1
Landwirtschaftliche Wochenschrift der Landwirtschaftskammer für die Provinz Sachsen und den Freistaat Anhalt,1
Annali di botanica,1
Izvest. Gosudarst. Inst. Opyt. Agron. (Leningrad),1
Pionier,1
Trud. Inst. Sel. Choz. microbiolog.,1
Le Bulletin agricole,1
Izv. E.G.M.S.,1
Memoirs of the Brooklyn Botanical Garden,1
Archief voor de suikerindustrie in Nederlandsch-Indië,1
Revue de l'Institut International d'Agriculture,1
"Extrait du Bulletin de la Société languedocienne de Géographie, S.D.",1
Bul. G.F.J. C.C.O. Voronez,1
Nature Magazine,1
Experiment Station Record,1
Notas preliminares del Museo de La Plata,1
Chinese Economic Journal,1
Miscellaneous Publications of the U.S. Department of Agriculture,1
Engineering News,1
"Anzeiger, Akademie der Wissenschaften in Wien",1
Sankhyā,1
SkogsvFören. Tidskr. Stockh. [Journal Of the Swedish Forest Management Association],1
Narodn. ucitel,1
Gosudarst Univ. nauch. Biull.,1
Journal of Physical Chemistry,1
Report of the Hawaiian Sugar Technology Association,1
Sov. Sever.,1
Australian Journal of Scientific Research,1
Trudy po sel'skokhoziaistvennoi meteorologii  [Trans. Bur. Agromet.],1
Bulletin de l'Association de géographes français,1
Soc. Choz. Zakavkazia,1
Transactions of the South African Philosophical Society,1
Madras Agricultural Journal,1
Queensland Naturalist,1
Nauchno-agronomicheskii Zhurnal [Journal für landwirtschaftliche Wissenschaft],1
The Agricultural Gazette of New South Wales,1
"Roczniki [Yearbooks] Univ. Marii Curie-Sklodowskiej (Lublin), Dzial B. Geograf.",1
Sborn. Proculymsk. Kraja,1
Archiv für Tierernährung und Tierzucht,1
Rivista di Meteorologia Aeronautica,1
Food Research,1
Revue générale de l'electricité,1
Bulletin of the New York Botanical Garden,1
Deutsche landwirtschaftliche Rundschau,1
Izv. Lessotechn. Inst. Kazan,1
Proceedings of the Physico-Mathematical Society of Japan (Nippon Sūgaku-Buturigakkwai kizi),1
Queensland Agricultural Journal,1
Journal of Experimental Biology,1
The Botanical Review,1
Mémoires de l'Institut Royal Colonial Belge,1
"India Meteorology Department, Scientific Notes",1
Bulletin de la Société Centrale d'Horticulture de Nancy,1
New Zealand Journal of Science and Technology,1
"Annals of the Royal Botanical Gardens, Peradeniya",1
Soc. reconstr. choz.,1
Akad. Nauk S.S.S.R.,1
Zeitschrift für Geophysik,1
Ital. Agr. An.,1
The Malaysian Forester,1
J. Sci. Agr. Soc. (Nogaku Kwaiho),1
Reports of the Quebec Society for the Protection of Plants 1932–34,1
Izvest. Glavnaia Geofiz. Observatoriia (Leningrad),1
Mitteilungen aus der Biologischen Reichsanstalt für Land- und Forstwirtschaft,1
Biedermanns Zentralblatt für Agrikulturchemie und rationellen Landwirtschaftsbetrieb,1
British Solomon Islands Protectorate Agricultural Gazette,1
Actes de la Société linnéenne de Bordeaux,1
Philippine Agricultural Review,1
Alimentación Nacional,1
"Pflanzenbau, Pflanzenschutz, Pflanzenzucht",1
Biull. Iaroviz.,1
Der Balneologe,1
Landwirtschaftlicher Kalender der Hallischen Nachrichten,1
Trud. Daljnvostocn. Geofizin'a,1
J. Govern. Bot. Garden. Nikita,1
Prace Państwowy Inst. Hydrol. i Meteorol.,1
Bulletin de l’Institut Agronomique de l’État et des Stations de Recherches de Gembloux,1
Dekadn. bjul pogody C.B.P.,1
American Journal of Physiology,1
Revue de Géographie Alpine,1
Der Kartoffelbau,1
Revista del Instituto Agrícola Catalan de Sant Isidre,1
Bulletin of the Government Botanical Garden Nikita,1
"Bulletin of Miscellaneous Information (Royal Botanic Gardens, Kew)",1
Journal of the Elisha Mitchell Scientific Society,1
The Journal of General Physiology,1
Proceedings of the Pan American Scientific Congress,1
Tidsskrift for skogbruk [Journal for Forestry],1
Journal of the Arnold Arboretum,1
Chibinsk. apatit.,1
L'Astronomie,1
Ann. fac. agr.,1
Phillippine Journal of Science,1
J. For.,1
"Heating, Piping, and Air Conditioning",1
Forschungsdienst,1
Florida State Horticultural Society Proceedings,1
Bulletin of the Ohio Biological Survey,1
Acta Agralia Fennica,1
Neuheiten auf dem Gebiete des Pflanzenschutzes,1
Indian Journal of Meteorology and Geophysics,1
Coltivatore,1
Annali del Regio Instituto Superiore Agrario di Portici,1
Trudy Inst. Tabacn. Prom.,1
"Revista da Faculdade de Ciências, Universidade de Coimbra",1
United States Department of Agriculture Technical Bulletin,1
